"FirstNeg" "SecondNeg" "FirstPos" "SecondPos" "TotalMechs" "TotalNeg" "TotalPos" "FalseMech1" "FalseMech2" "FalseMech3" "FalseMech4" "exRf$y"
"5568" 9 NA 0 0 9 1 0 1 0 0 0 "1"
"5569" 114 122 133 12 13 2 2 7 8 1 11 "1"
"5570" 3 27 174 166 16 3 3 1 4 0 1 "1"
"5571" 1 2 119 18 36 12 4 0 1 8 25 "-1"
"5572" 3 40 147 43 13 3 3 0 2 1 9 "-1"
"5573" 1 7 95 55 36 12 5 0 4 12 19 "-1"
"5574" 2 8 184 34 14 3 3 0 2 0 7 "1"
"5575" 1 10 177 0 15 4 1 0 2 0 0 "1"
"5576" 5 183 142 19 11 2 2 0 10 2 9 "1"
"5577" 110 137 165 0 20 2 1 13 16 0 0 "1"
"5578" 74 NA 154 0 20 1 1 5 0 2 0 "1"
"5579" 99 140 173 149 20 2 2 11 16 0 1 "1"
"5580" 124 NA 178 168 11 1 2 6 0 0 2 "1"
"5581" 10 146 167 119 11 2 2 0 9 0 4 "1"
"5582" 6 120 169 22 14 2 2 0 11 0 9 "-1"
"5583" 3 6 5 1 26 8 2 2 4 22 25 "-1"
"5584" 6 11 176 0 15 2 1 0 1 1 0 "-1"
"5585" 69 NA 157 7 14 1 2 7 0 1 13 "1"
"5586" 143 162 0 0 15 2 0 13 14 0 0 "1"
"5587" 4 13 22 0 16 4 1 0 2 7 0 "-1"
"5588" 0 0 190 0 15 0 1 0 0 0 0 "1"
"5589" 4 NA 42 22 11 1 2 0 0 6 8 "1"
"5590" 5 10 180 0 15 3 1 0 1 0 0 "-1"
"5591" 6 7 138 0 16 2 1 0 1 2 0 "-1"
"5592" 9 150 193 3 15 3 2 1 12 0 14 "-1"
"5593" 1 7 187 0 18 4 1 0 1 0 0 "-1"
"5594" 6 8 44 0 38 10 1 3 4 14 0 "-1"
"5595" 4 5 15 8 34 6 3 2 3 23 27 "-1"
"5596" 12 14 35 28 29 5 7 5 6 14 16 "1"
"5597" 7 NA 50 31 14 1 2 1 0 7 8 "1"
"5598" 3 6 193 31 17 3 2 0 1 0 10 "-1"
"5599" 1 7 24 12 16 2 2 0 1 9 13 "-1"
"5600" 4 167 43 0 17 3 1 1 15 10 0 "1"
"5601" 2 137 192 177 34 6 6 0 23 0 1 "1"
"5602" 1 131 0 0 15 2 0 0 10 0 0 "1"
"5603" 3 15 172 0 10 2 1 0 1 1 0 "-1"
"5604" 105 163 7 0 12 2 1 5 10 11 0 "1"
"5605" 2 176 6 1 14 2 2 1 12 10 13 "1"
"5606" 2 3 5 0 10 3 1 0 1 7 0 "-1"
"5607" 3 5 148 30 36 6 6 2 3 1 15 "-1"
"5608" 2 7 61 10 31 6 4 0 3 9 24 "-1"
"5609" 0 0 169 0 11 0 1 0 0 0 0 "1"
"5610" 0 0 0 0 15 0 0 0 0 0 0 "1"
"5611" 58 67 193 179 30 6 6 10 11 0 1 "1"
"5612" 156 NA 186 111 14 1 3 12 0 0 4 "1"
"5613" 1 2 0 0 14 4 0 0 1 0 0 "-1"
"5614" 4 6 42 36 30 7 4 2 3 13 15 "1"
"5615" 10 82 189 0 15 3 1 1 9 0 0 "-1"
"5616" 7 NA 0 0 11 1 0 0 0 0 0 "1"
"5617" 13 22 139 16 27 3 2 3 7 7 22 "-1"
"5618" 2 5 51 13 31 7 6 0 2 11 22 "-1"
"5619" 4 5 37 13 39 11 2 2 3 16 29 "-1"
"5620" 3 5 38 14 37 7 6 2 4 15 25 "1"
"5621" 4 6 43 10 36 10 3 2 3 13 29 "-1"
"5622" 4 5 35 10 31 7 6 3 4 13 21 "1"
"5623" 6 9 26 24 37 2 5 5 8 17 19 "1"
"5624" 7 9 33 10 36 7 5 5 6 15 28 "-1"
"5625" 2 3 14 9 29 7 3 1 2 18 21 "-1"
"5626" 1 194 164 30 16 2 3 0 15 1 11 "1"
"5627" 4 14 129 125 30 2 5 3 10 2 3 "-1"
"5628" 1 2 112 27 36 12 4 0 1 9 24 "-1"
"5629" 3 6 0 0 17 3 0 0 1 0 0 "-1"
"5630" 6 11 0 0 15 2 0 0 1 0 0 "-1"
"5631" 6 34 190 0 15 2 1 0 6 0 0 "-1"
"5632" 145 169 130 94 22 2 3 17 20 5 8 "1"
"5633" 4 5 43 11 36 8 4 2 3 13 29 "-1"
"5634" 4 8 40 5 38 10 2 2 5 14 34 "-1"
"5635" 7 11 44 10 37 8 2 3 6 14 31 "-1"
"5636" 4 5 42 14 37 8 4 2 3 14 27 "-1"
"5637" 4 6 38 37 32 8 5 2 4 14 15 "-1"
"5638" 5 9 37 0 39 11 1 2 5 17 0 "-1"
"5639" 2 3 191 50 32 7 6 0 1 0 14 "-1"
"5640" 5 7 64 10 31 7 5 3 4 8 25 "-1"
"5641" 6 10 48 9 36 5 5 4 8 11 28 "1"
"5642" 1 3 156 30 35 12 5 0 2 3 20 "-1"
"5643" 5 144 166 0 18 2 1 0 13 1 0 "-1"
"5644" 2 8 120 117 57 14 5 1 4 11 12 "1"
"5645" 7 11 183 178 59 15 4 2 5 1 3 "1"
"5646" 8 10 152 134 79 18 8 4 5 12 18 "1"
"5647" 5 6 86 11 59 18 2 3 4 17 50 "1"
"5648" 1 4 57 7 59 18 2 0 3 23 53 "1"
"5649" 2 14 192 114 64 17 5 0 8 0 10 "1"
"5650" 3 17 60 31 41 14 2 0 6 14 26 "1"
"5651" 4 7 56 0 53 17 1 0 3 26 0 "1"
"5652" 1 15 45 44 42 16 4 0 4 17 18 "-1"
"5653" 3 5 125 54 72 22 6 1 3 12 28 "1"
"5654" 7 9 144 123 43 10 4 2 4 1 6 "1"
"5655" 6 14 142 78 61 18 6 2 9 6 19 "1"
"5656" 6 7 152 28 53 18 3 3 4 4 33 "1"
"5657" 2 4 141 46 63 21 4 1 3 10 27 "1"
"5658" 1 9 92 88 103 45 5 0 3 37 40 "-1"
"5659" 4 12 130 112 61 18 6 2 8 7 12 "1"
"5660" 3 4 130 0 44 17 1 1 2 9 0 "1"
"5661" 2 6 170 60 64 17 6 1 4 4 24 "1"
"5662" 1 14 184 149 53 14 5 0 7 1 6 "-1"
"5663" 9 10 176 94 76 24 4 4 5 3 25 "1"
"5664" 1 5 184 146 63 16 8 0 4 1 8 "-1"
"5665" 3 6 121 52 61 17 3 1 4 10 22 "-1"
"5666" 6 17 154 139 48 11 5 2 8 3 4 "1"
"5667" 9 11 3 0 37 10 1 4 6 35 0 "1"
"5668" 6 10 193 162 47 14 3 1 3 0 4 "1"
"5669" 5 6 27 20 56 15 3 1 2 37 43 "1"
"5670" 5 7 110 85 102 45 5 1 3 35 47 "-1"
"5671" 3 5 161 44 55 14 3 1 2 2 27 "1"
"5672" 3 4 160 106 99 45 5 1 2 12 26 "-1"
"5673" 1 9 174 139 62 26 5 0 3 4 7 "-1"
"5674" 4 8 126 81 63 16 7 2 6 7 15 "1"
"5675" 4 9 36 0 53 23 1 1 4 29 0 "1"
"5676" 3 5 75 32 63 20 3 2 4 19 34 "1"
"5677" 1 3 178 82 63 19 3 0 2 1 19 "1"
"5678" 2 8 79 43 63 19 3 1 7 17 25 "1"
"5679" 8 12 188 80 49 8 4 4 7 0 18 "1"
"5680" 5 6 182 179 62 18 8 2 3 0 1 "1"
"5681" 1 7 48 32 53 14 2 0 2 22 31 "-1"
"5682" 1 3 115 42 53 16 3 0 1 14 30 "-1"
"5683" 1 4 43 33 60 16 4 0 2 29 37 "-1"
"5684" 16 25 192 64 50 13 3 7 12 1 18 "1"
"5685" 1 9 159 51 44 18 2 0 3 4 19 "-1"
"5686" 11 14 101 65 63 20 5 3 5 22 27 "1"
"5687" 1 6 179 162 72 22 6 0 3 5 9 "-1"
"5688" 1 13 193 185 67 17 4 0 8 1 2 "-1"
"5689" 1 4 127 63 57 19 4 0 2 8 20 "-1"
"5690" 1 5 189 50 62 16 5 0 3 1 28 "-1"
"5691" 1 8 176 130 65 22 7 0 5 5 12 "-1"
"5692" 1 4 148 63 67 19 6 0 1 11 32 "-1"
"5693" 3 4 41 1 35 9 2 2 3 14 34 "1"
"5694" 2 10 103 90 33 5 4 1 7 7 8 "1"
"5695" 1 3 12 11 33 9 4 0 2 23 24 "-1"
"5696" 1 2 190 165 61 20 6 0 1 1 4 "-1"
"5697" 1 8 191 184 65 19 10 0 7 1 4 "-1"
"5698" 1 3 67 51 44 10 7 0 1 11 14 "-1"
"5699" 4 11 87 5 57 18 2 2 6 14 53 "1"
"5700" 1 10 144 90 34 6 6 0 7 3 10 "1"
"5701" 1 6 178 146 57 15 6 0 3 4 9 "-1"
"5702" 1 12 57 50 45 14 3 0 3 20 23 "-1"
"5703" 5 6 191 49 51 15 4 2 3 0 22 "1"
"5704" 1 9 121 59 55 14 4 0 6 4 21 "-1"
"5705" 1 4 66 48 48 12 6 0 2 16 23 "-1"
"5706" 1 2 115 90 37 7 6 0 1 6 10 "1"
"5707" 2 3 38 32 36 7 6 1 2 13 17 "1"
"5708" 16 NA 185 179 56 1 2 9 0 0 2 "1"
"5709" 0 0 0 0 61 0 0 0 0 0 0 "1"
"5710" 1 2 54 47 85 28 4 0 1 43 48 "-1"
"5711" 1 5 45 42 59 24 5 0 4 27 28 "1"
"5712" 1 5 74 64 54 15 5 0 2 17 18 "-1"
"5713" 2 6 15 0 30 9 1 1 2 22 0 "1"
"5714" 3 4 45 44 66 23 4 0 1 35 36 "1"
"5715" 6 8 191 71 54 14 3 3 5 0 21 "1"
"5716" 7 8 115 62 27 6 2 0 1 7 14 "1"
"5717" 1 2 118 22 36 11 3 0 1 5 21 "1"
"5718" 2 3 135 120 34 5 6 1 2 1 3 "1"
"5719" 2 4 157 127 37 7 6 1 2 1 4 "1"
"5720" 4 5 109 107 34 7 4 2 3 6 7 "1"
"5721" 15 24 13 12 31 2 5 8 15 23 24 "1"
"5722" 2 9 127 122 36 3 3 1 8 4 7 "1"
"5723" 1 3 158 99 38 8 6 0 2 1 8 "1"
"5724" 2 6 129 117 84 27 7 1 5 15 19 "1"
"5725" 1 11 163 151 63 20 5 0 4 6 11 "-1"
"5726" 2 12 185 164 77 18 11 0 7 0 4 "1"
"5727" 6 11 176 118 101 45 5 1 2 8 25 "-1"
"5728" 1 3 191 122 58 14 7 0 2 0 9 "-1"
"5729" 1 2 153 40 71 17 3 0 1 11 44 "-1"
"5730" 2 3 145 128 63 19 6 0 1 13 18 "1"
"5731" 4 14 186 177 91 20 7 3 12 4 9 "1"
"5732" 2 3 32 16 35 10 3 0 1 17 23 "1"
"5733" 3 7 118 34 36 8 4 1 5 3 17 "1"
"5734" 4 5 103 12 34 7 3 3 4 8 23 "1"
"5735" 7 9 94 77 33 5 7 6 8 6 8 "1"
"5736" 1 2 180 179 38 9 7 0 1 0 1 "1"
"5737" 3 6 89 1 34 9 2 2 5 13 33 "1"
"5738" 1 4 171 156 38 9 4 0 3 0 1 "1"
"5739" 1 5 38 11 36 9 3 0 3 16 27 "1"
"5740" 4 5 175 43 35 6 7 2 3 0 16 "1"
"5741" 7 9 180 123 98 44 6 1 3 7 26 "-1"
"5742" 7 8 125 37 61 19 5 3 4 10 31 "1"
"5743" 7 15 0 0 46 14 0 3 9 0 0 "1"
"5744" 1 9 192 99 41 12 3 0 5 0 10 "-1"
"5745" 9 20 158 79 49 11 5 4 9 6 17 "1"
"5746" 5 16 179 88 42 9 2 4 12 1 9 "1"
"5747" 3 11 185 61 42 10 2 2 7 1 14 "1"
"5748" 21 27 28 0 48 11 1 11 13 33 0 "1"
"5749" 1 4 0 0 30 8 0 0 1 0 0 "1"
"5750" 1 6 81 3 42 15 2 0 4 11 39 "-1"
"5751" 9 37 0 0 36 12 0 7 15 0 0 "1"
"5752" 1 12 84 0 46 15 1 0 4 13 0 "-1"
"5753" 6 10 0 0 22 6 0 3 4 0 0 "1"
"5754" 25 26 188 0 43 14 1 9 10 1 0 "1"
"5755" 8 9 102 82 39 12 4 4 5 5 9 "1"
"5756" 2 4 158 33 43 10 2 1 3 3 22 "1"
"5757" 26 31 187 29 56 19 3 8 10 1 46 "-1"
"5758" 1 15 152 13 45 14 2 0 11 6 35 "-1"
"5759" 20 25 0 0 32 10 0 9 12 0 0 "1"
"5760" 1 6 179 0 43 12 1 0 2 1 0 "-1"
"5761" 1 7 63 39 39 15 2 0 3 13 22 "-1"
"5762" 2 27 139 71 47 14 2 0 11 9 19 "-1"
"5763" 12 26 124 0 45 14 1 7 15 7 0 "1"
"5764" 11 19 65 0 45 14 1 9 13 18 0 "-1"
"5765" 1 14 33 0 28 9 1 0 8 14 0 "-1"
"5766" 2 11 27 0 32 6 1 1 7 15 0 "1"
"5767" 2 12 40 0 35 7 1 0 6 14 0 "1"
"5768" 1 17 178 47 43 13 4 0 9 1 18 "-1"
"5769" 25 28 193 38 56 20 2 6 8 0 42 "-1"
"5770" 32 35 43 26 43 10 4 18 19 20 28 "1"
"5771" 10 14 192 117 54 19 5 1 4 0 13 "-1"
"5772" 1 15 96 79 43 15 4 0 5 13 16 "-1"
"5773" 1 6 193 0 45 17 1 0 4 0 0 "-1"
"5774" 3 6 128 44 41 14 2 0 3 10 19 "1"
"5775" 5 10 181 33 43 9 2 4 8 1 21 "1"
"5776" 3 7 171 34 43 11 2 2 6 3 21 "1"
"5777" 7 8 188 83 43 8 3 5 6 0 14 "1"
"5778" 18 67 131 122 40 7 4 11 23 8 10 "1"
"5779" 1 3 27 14 44 16 2 0 1 27 35 "-1"
"5780" 10 11 140 94 40 12 3 7 8 6 13 "1"
"5781" 3 8 43 7 27 9 2 1 4 14 23 "-1"
"5782" 1 3 58 0 41 11 1 0 1 16 0 "-1"
"5783" 1 18 48 29 42 10 2 0 9 18 24 "-1"
"5784" 21 22 190 11 36 13 2 12 13 0 28 "1"
"5785" 14 16 189 37 42 13 3 7 8 0 22 "-1"
"5786" 20 21 192 0 45 16 1 7 8 0 0 "1"
"5787" 7 16 187 53 40 12 2 2 8 1 21 "1"
"5788" 1 13 0 0 41 15 0 0 6 0 0 "-1"
"5789" 14 15 0 0 40 11 0 8 9 0 0 "1"
"5790" 12 25 58 0 46 15 1 5 12 22 0 "1"
"5791" 7 18 178 37 44 13 3 2 8 2 23 "1"
"5792" 20 37 136 0 15 2 1 6 10 0 0 "1"
"5793" 8 NA 10 4 14 1 2 3 0 9 12 "1"
"5794" 4 16 0 0 15 2 0 0 6 0 0 "1"
"5795" 1 17 160 27 43 16 2 0 9 2 26 "-1"
"5796" 25 31 192 128 44 11 5 13 15 0 9 "1"
"5797" 1 11 165 41 25 6 2 0 2 3 14 "1"
"5798" 2 4 186 50 41 9 3 1 3 0 16 "1"
"5799" 70 118 0 0 15 2 0 9 14 0 0 "1"
"5800" 23 32 193 186 57 15 6 9 15 0 3 "1"
"5801" 10 23 43 0 37 10 1 7 14 18 0 "1"
"5802" 3 7 66 0 40 12 1 1 5 15 0 "1"
"5803" 4 30 178 135 43 12 3 3 16 1 4 "1"
"5804" 1 20 25 0 38 13 1 0 13 21 0 "-1"
"5805" 0 0 7 0 14 0 1 0 0 13 0 "1"
"5806" 0 0 0 0 14 0 0 0 0 0 0 "1"
"5807" 46 NA 41 36 40 1 2 21 0 20 22 "1"
"5808" 0 0 0 0 41 0 0 0 0 0 0 "1"
"5809" 8 16 173 165 50 16 3 3 7 9 10 "1"
"5810" 10 14 159 113 43 12 3 6 7 3 11 "1"
"5811" 1 2 134 74 45 15 2 0 1 9 16 "-1"
"5812" 20 NA 0 0 13 1 0 5 0 0 0 "1"
"5813" 21 26 32 11 40 8 2 8 10 25 36 "-1"
"5814" 1 3 179 0 43 14 1 0 2 0 0 "-1"
"5815" 16 NA 56 0 16 1 1 2 0 8 0 "1"
"5816" 3 NA 0 0 14 1 0 0 0 0 0 "1"
"5817" 116 NA 0 0 14 1 0 12 0 0 0 "1"
"5818" 0 0 0 0 15 0 0 0 0 0 0 "1"
"5819" 6 NA 118 0 14 1 1 1 0 0 0 "1"
"5820" 0 0 0 0 14 0 0 0 0 0 0 "1"
"5821" 0 0 0 0 14 0 0 0 0 0 0 "1"
"5822" 7 NA 0 0 15 1 0 2 0 0 0 "1"
"5823" 1 25 128 97 50 11 4 0 14 12 15 "1"
"5824" 1 7 191 182 44 10 3 0 2 0 2 "-1"
"5825" 2 26 0 0 47 11 0 0 10 0 0 "1"
"5826" 4 22 186 86 56 19 3 1 7 1 29 "-1"
"5827" 1 5 0 0 41 13 0 0 2 0 0 "-1"
"5828" 18 25 6 0 48 13 1 11 16 43 0 "1"
"5829" 1 20 62 0 39 10 1 0 8 16 0 "-1"
"5830" 1 15 141 38 51 15 3 0 9 11 29 "-1"
"5831" 9 NA 159 0 14 1 1 2 0 0 0 "1"
"5832" 120 NA 0 0 14 1 0 13 0 0 0 "1"
"5833" 66 130 0 0 14 2 0 7 13 0 0 "1"
"5834" 0 0 0 0 12 0 0 0 0 0 0 "1"
"5835" 105 NA 140 134 17 1 2 12 0 1 2 "1"
"5836" 4 NA 0 0 14 1 0 0 0 0 0 "1"
"5837" 107 NA 163 150 17 1 2 12 0 0 1 "1"
"5838" 0 0 0 0 14 0 0 0 0 0 0 "1"
"5839" 71 NA 0 0 14 1 0 6 0 0 0 "1"
"5840" 5 11 168 49 52 20 2 1 2 7 36 "-1"
"5841" 1 14 0 0 43 14 0 0 6 0 0 "-1"
"5842" 12 14 63 0 36 11 1 5 7 9 0 "1"
"5843" 4 6 0 0 39 12 0 1 2 0 0 "1"
"5844" 1 3 117 115 36 9 2 0 1 3 4 "-1"
"5845" 3 9 172 0 40 11 1 1 4 0 0 "1"
"5846" 5 15 171 0 38 10 1 1 9 0 0 "1"
"5847" 1 9 158 0 43 14 1 0 4 1 0 "-1"
"5848" 1 10 29 11 32 9 2 0 5 13 25 "-1"
"5849" 3 7 6 0 41 14 1 1 5 36 0 "1"
"5850" 2 3 0 0 38 15 0 0 1 0 0 "1"
"5851" 9 14 47 0 41 15 1 2 4 24 0 "1"
"5852" 3 9 50 0 16 6 1 0 3 7 0 "1"
"5853" 1 10 75 0 37 14 1 0 1 12 0 "-1"
"5854" 2 3 0 0 36 12 0 0 1 0 0 "-1"
"5855" 1 2 129 122 36 10 2 0 1 6 7 "1"
"5856" 11 18 153 80 42 15 2 1 3 5 16 "-1"
"5857" 1 11 171 122 39 13 2 0 3 3 11 "-1"
"5858" 1 6 0 0 29 13 0 0 2 0 0 "-1"
"5859" 10 11 0 0 34 12 0 0 1 0 0 "1"
"5860" 19 22 151 141 37 12 2 6 8 2 4 "1"
"5861" 1 6 0 0 39 13 0 0 2 0 0 "-1"
"5862" 1 16 64 0 40 16 1 0 3 12 0 "-1"
"5863" 5 11 143 0 42 13 1 0 4 8 0 "-1"
"5864" 2 15 41 27 21 8 2 1 4 11 14 "-1"
"5865" 5 20 0 0 26 5 0 1 11 0 0 "1"
"5866" 7 12 0 0 28 9 0 3 5 0 0 "1"
"5867" 1 7 182 0 35 14 1 0 1 0 0 "-1"
"5868" 4 13 176 78 42 16 2 1 3 1 20 "-1"
"5869" 13 20 151 0 39 11 1 1 4 4 0 "1"
"5870" 9 11 162 107 42 15 3 1 2 2 11 "-1"
"5871" 1 10 0 0 37 13 0 0 2 0 0 "-1"
"5872" 20 24 72 0 38 12 1 6 8 11 0 "1"
"5873" 1 13 8 0 41 14 1 0 8 36 0 "-1"
"5874" 3 4 140 93 36 10 2 1 2 3 9 "1"
"5875" 1 2 174 106 36 10 2 0 1 0 9 "1"
"5876" 1 4 161 150 36 9 2 0 1 2 4 "1"
"5877" 5 10 90 87 38 9 2 2 5 10 11 "1"
"5878" 1 10 117 0 39 14 1 0 2 9 0 "-1"
"5879" 4 7 0 0 39 15 0 1 2 0 0 "1"
"5880" 30 58 160 0 19 6 1 4 6 1 0 "-1"
"5881" 6 7 0 0 38 12 0 3 4 0 0 "1"
"5882" 5 7 47 0 31 12 1 1 2 9 0 "1"
"5883" 2 19 160 0 31 11 1 1 10 1 0 "1"
"5884" 1 5 149 34 38 15 2 0 2 2 18 "-1"
"5885" 8 10 73 0 37 14 1 0 1 11 0 "1"
"5886" 5 23 31 0 39 12 1 0 9 23 0 "1"
"5887" 11 12 164 0 37 15 1 1 2 1 0 "1"
"5888" 5 8 0 0 39 13 0 1 2 0 0 "1"
"5889" 1 8 98 46 40 16 2 0 1 12 19 "-1"
"5890" 1 7 157 0 40 16 1 0 2 4 0 "-1"
"5891" 2 86 139 0 10 3 1 0 5 0 0 "1"
"5892" 17 21 150 116 10 2 2 2 3 0 2 "1"
"5893" 2 10 0 0 12 3 0 0 2 0 0 "1"
"5894" 7 8 174 153 37 13 3 0 1 1 3 "1"
"5895" 1 7 76 67 38 13 3 0 2 9 13 "-1"
"5896" 10 11 157 0 24 10 1 2 3 3 0 "1"
"5897" 1 6 115 32 34 10 2 0 2 5 16 "-1"
"5898" 20 63 146 0 10 2 1 2 5 0 0 "1"
"5899" 1 7 160 64 45 14 3 0 3 7 21 "-1"
"5900" 16 23 140 0 37 10 1 9 12 4 0 "1"
"5901" 5 12 0 0 35 12 0 1 3 0 0 "1"
"5902" 3 4 168 0 35 11 1 0 1 2 0 "1"
"5903" 5 10 144 126 39 14 2 0 4 5 8 "1"
"5904" 13 NA 0 0 10 1 0 3 0 0 0 "1"
"5905" 14 NA 0 0 9 1 0 2 0 0 0 "1"
"5906" 0 0 132 0 38 0 1 0 0 4 0 "1"
"5907" 0 0 0 0 37 0 0 0 0 0 0 "1"
"5908" 11 17 159 111 39 14 3 1 2 2 9 "1"
"5909" 1 12 132 0 39 13 1 0 5 5 0 "-1"
"5910" 5 14 153 89 36 11 2 1 5 1 9 "1"
"5911" 1 3 0 0 10 3 0 0 1 0 0 "-1"
"5912" 1 10 0 0 34 13 0 0 2 0 0 "-1"
"5913" 5 6 0 0 35 11 0 1 2 0 0 "1"
"5914" 1 3 0 0 13 6 0 0 1 0 0 "-1"
"5915" 13 82 0 0 8 2 0 1 5 0 0 "1"
"5916" 1 20 110 0 10 2 1 0 2 2 0 "1"
"5917" 0 0 0 0 10 0 0 0 0 0 0 "1"
"5918" 6 11 135 0 11 3 1 1 2 2 0 "1"
"5919" 0 0 0 0 10 0 0 0 0 0 0 "1"
"5920" 0 0 0 0 10 0 0 0 0 0 0 "1"
"5921" 2 15 0 0 11 3 0 0 4 0 0 "1"
"5922" 1 16 107 59 41 12 3 0 3 8 13 "-1"
"5923" 10 13 99 33 36 11 2 2 5 9 25 "1"
"5924" 1 26 0 0 40 9 0 0 8 0 0 "-1"
"5925" 6 11 156 116 42 15 3 0 1 1 10 "-1"
"5926" 3 9 159 145 33 12 2 0 2 1 3 "1"
"5927" 8 13 152 0 39 13 1 0 1 4 0 "1"
"5928" 1 6 118 77 33 13 2 0 1 4 7 "-1"
"5929" 1 4 121 61 44 15 3 0 2 10 18 "-1"
"5930" 23 39 115 0 11 2 1 3 5 1 0 "1"
"5931" 1 18 108 0 10 2 1 0 2 1 0 "1"
"5932" 4 6 123 0 10 3 1 0 1 1 0 "1"
"5933" 1 59 130 0 9 2 1 0 5 0 0 "1"
"5934" 23 25 0 0 9 2 0 1 2 0 0 "1"
"5935" 5 7 126 0 11 3 1 1 2 1 0 "1"
"5936" 21 84 0 0 9 2 0 1 4 0 0 "1"
"5937" 18 NA 0 0 8 1 0 1 0 0 0 "1"
"5938" 9 NA 0 0 9 1 0 2 0 0 0 "1"
"5939" 4 9 122 117 42 15 3 0 1 8 10 "-1"
"5940" 1 6 54 0 36 14 1 0 1 15 0 "-1"
"5941" 2 8 72 0 40 11 1 1 4 11 0 "-1"
"5942" 8 21 0 0 41 13 0 1 9 0 0 "-1"
"5943" 17 21 176 158 45 8 4 7 9 0 3 "1"
"5944" 7 10 67 56 46 12 2 2 4 15 17 "-1"
"5945" 3 9 79 42 48 14 2 1 3 14 24 "-1"
"5946" 7 11 40 37 46 12 2 3 6 26 27 "-1"
"5947" 21 25 33 0 32 7 1 7 9 19 0 "-1"
"5948" 15 20 1 0 40 13 1 4 6 39 0 "-1"
"5949" 3 12 0 0 34 14 0 0 4 0 0 "-1"
"5950" 6 9 185 60 51 16 3 2 3 1 23 "-1"
"5951" 4 9 126 0 17 4 1 1 4 0 0 "-1"
"5952" 4 13 70 60 46 14 2 1 5 13 15 "-1"
"5953" 4 6 35 0 45 17 1 2 3 28 0 "-1"
"5954" 5 8 79 73 47 15 4 1 3 9 11 "-1"
"5955" 3 7 128 118 51 17 5 1 4 8 9 "-1"
"5956" 5 6 115 62 48 14 3 2 3 8 17 "-1"
"5957" 6 7 0 0 37 11 0 2 3 0 0 "-1"
"5958" 4 11 62 0 47 15 1 1 5 17 0 "-1"
"5959" 2 17 156 100 43 13 4 1 8 1 7 "-1"
"5960" 4 7 27 0 48 17 1 1 3 32 0 "-1"
"5961" 2 10 129 0 46 14 1 1 4 4 0 "-1"
"5962" 2 9 177 61 46 12 3 1 4 0 17 "-1"
"5963" 19 21 174 42 29 7 2 8 10 1 14 "-1"
"5964" 8 13 36 7 31 7 2 4 7 12 27 "-1"
"5965" 5 9 2 0 34 11 1 2 4 33 0 "-1"
"5966" 3 12 42 36 46 17 2 1 3 25 28 "-1"
"5967" 2 3 111 91 51 18 5 1 2 11 17 "-1"
"5968" 2 5 68 45 45 13 2 1 3 15 24 "-1"
"5969" 2 8 121 109 48 18 7 1 3 6 8 "-1"
"5970" 21 24 83 75 44 15 3 9 11 11 13 "-1"
"5971" 5 8 89 12 49 17 2 1 3 8 42 "-1"
"5972" 13 18 78 64 43 16 2 2 3 14 18 "-1"
"5973" 4 8 77 42 47 14 4 1 4 9 21 "-1"
"5974" 3 10 58 35 47 14 3 2 5 15 25 "-1"
"5975" 6 12 81 80 47 13 5 2 6 11 12 "-1"
"5976" 14 21 112 95 42 9 4 4 10 7 11 "-1"
"5977" 9 12 119 15 49 17 2 3 4 5 41 "-1"
"5978" 5 7 30 2 43 13 2 2 4 23 41 "-1"
"5979" 4 9 140 61 23 5 2 1 3 3 10 "-1"
"5980" 4 8 65 14 47 11 2 0 3 14 39 "-1"
"5981" 5 8 2 0 37 14 1 2 4 35 0 "-1"
"5982" 12 22 64 6 36 13 2 7 13 13 33 "-1"
"5983" 8 19 94 60 41 14 3 3 8 8 13 "-1"
"5984" 3 10 91 5 47 17 2 1 5 7 43 "-1"
"5985" 9 16 0 0 43 14 0 3 7 0 0 "-1"
"5986" 5 6 186 40 46 16 2 2 3 0 25 "-1"
"5987" 1 9 0 0 46 13 0 0 3 0 0 "-1"
"5988" 1 2 130 104 47 17 3 0 1 6 8 "-1"
"5989" 1 7 55 29 41 16 3 0 3 14 25 "-1"
"5990" 134 NA 121 0 12 1 1 10 0 2 0 "1"
"5991" 2 189 188 168 13 2 3 0 12 1 2 "1"
"5992" 12 90 0 0 12 2 0 2 8 0 0 "1"
"5993" 4 8 117 0 46 17 1 1 3 7 0 "-1"
"5994" 15 18 144 136 48 13 5 7 9 2 5 "-1"
"5995" 1 5 0 0 28 10 0 0 3 0 0 "-1"
"5996" 7 8 44 42 46 12 3 2 3 21 22 "-1"
"5997" 108 143 92 0 12 2 1 9 11 5 0 "1"
"5998" 9 12 82 70 51 15 4 3 4 10 15 "-1"
"5999" 8 14 66 0 40 12 1 3 6 13 0 "-1"
"6000" 6 15 0 0 35 12 0 1 4 0 0 "-1"
"6001" 11 13 58 0 44 12 1 5 6 17 0 "-1"
"6002" 2 8 86 0 38 11 1 0 2 10 0 "-1"
"6003" 146 NA 6 0 12 1 1 11 0 10 0 "1"
"6004" 35 NA 0 0 11 1 0 3 0 0 0 "1"
"6005" 7 NA 51 37 39 1 2 1 0 13 19 "1"
"6006" 0 0 0 0 46 0 0 0 0 0 0 "1"
"6007" 2 13 34 1 51 17 2 1 5 31 50 "-1"
"6008" 5 7 50 17 51 17 2 1 3 21 41 "-1"
